"Provider","claim_count","total_reimbursed","avg_claim_value","overall_avg_claim","review_flag"
PRV57225,178,437520,2457.9775280898875,1740.6793685691955,Normal
PRV55205,260,638060,2454.076923076923,1740.6793685691955,Normal
PRV54566,308,755660,2453.4415584415583,1740.6793685691955,Normal
PRV53781,393,963190,2450.8651399491096,1740.6793685691955,Normal
PRV51845,45,110280,2450.6666666666665,1740.6793685691955,Normal
PRV54845,41,100280,2445.8536585365855,1740.6793685691955,Normal
PRV53419,19,46410,2442.6315789473683,1740.6793685691955,Normal
PRV54543,17,41500,2441.176470588235,1740.6793685691955,Normal
PRV52622,7,17010,2430.0,1740.6793685691955,Normal
PRV51403,114,277010,2429.9122807017543,1740.6793685691955,Normal
PRV51364,23,55830,2427.391304347826,1740.6793685691955,Normal
PRV56173,44,106720,2425.4545454545455,1740.6793685691955,Normal
PRV57148,83,200830,2419.6385542168673,1740.6793685691955,Normal
PRV54379,116,280670,2419.5689655172414,1740.6793685691955,Normal
PRV55925,21,50810,2419.5238095238096,1740.6793685691955,Normal
PRV55179,74,178930,2417.972972972973,1740.6793685691955,Normal
PRV56102,36,86790,2410.8333333333335,1740.6793685691955,Normal
PRV53456,29,69670,2402.4137931034484,1740.6793685691955,Normal
PRV51482,91,218470,2400.769230769231,1740.6793685691955,Normal
PRV56750,11,26350,2395.4545454545455,1740.6793685691955,Normal
PRV51277,59,141190,2393.0508474576272,1740.6793685691955,Normal
PRV52320,366,874200,2388.5245901639346,1740.6793685691955,Normal
PRV55978,401,957490,2387.755610972569,1740.6793685691955,Normal
PRV56238,31,73690,2377.0967741935483,1740.6793685691955,Normal
PRV52045,243,577030,2374.6090534979426,1740.6793685691955,Normal
PRV53807,158,375030,2373.6075949367087,1740.6793685691955,Normal
PRV51873,144,341480,2371.3888888888887,1740.6793685691955,Normal
PRV54111,249,590000,2369.4779116465866,1740.6793685691955,Normal
PRV51841,56,132310,2362.6785714285716,1740.6793685691955,Normal
PRV52843,251,592160,2359.203187250996,1740.6793685691955,Normal
PRV53383,22,51890,2358.6363636363635,1740.6793685691955,Normal
PRV52372,124,292040,2355.1612903225805,1740.6793685691955,Normal
PRV51819,3,7050,2350.0,1740.6793685691955,Normal
PRV57437,27,63170,2339.6296296296296,1740.6793685691955,Normal
PRV54990,20,46600,2330.0,1740.6793685691955,Normal
PRV55753,40,93000,2325.0,1740.6793685691955,Normal
PRV51305,49,113400,2314.285714285714,1740.6793685691955,Normal
PRV56403,34,78660,2313.529411764706,1740.6793685691955,Normal
PRV56147,8,18470,2308.75,1740.6793685691955,Normal
PRV53269,456,1045640,2293.0701754385964,1740.6793685691955,Normal
PRV53996,5,11390,2278.0,1740.6793685691955,Normal
PRV56818,20,45540,2277.0,1740.6793685691955,Normal
PRV57188,21,47780,2275.2380952380954,1740.6793685691955,Normal
PRV52644,31,70530,2275.1612903225805,1740.6793685691955,Normal
PRV55957,107,243440,2275.1401869158876,1740.6793685691955,Normal
PRV54101,29,65790,2268.6206896551726,1740.6793685691955,Normal
PRV51448,51,115550,2265.6862745098038,1740.6793685691955,Normal
PRV54658,85,192580,2265.6470588235293,1740.6793685691955,Normal
PRV54666,5,11310,2262.0,1740.6793685691955,Normal
PRV51337,168,379100,2256.5476190476193,1740.6793685691955,Normal
PRV53919,24,54050,2252.0833333333335,1740.6793685691955,Normal
PRV53020,2,4500,2250.0,1740.6793685691955,Normal
PRV56161,47,105640,2247.659574468085,1740.6793685691955,Normal
PRV53399,33,74120,2246.060606060606,1740.6793685691955,Normal
PRV52404,27,60610,2244.814814814815,1740.6793685691955,Normal
PRV55418,9,20190,2243.3333333333335,1740.6793685691955,Normal
PRV51247,34,76240,2242.3529411764707,1740.6793685691955,Normal
PRV56739,5,11150,2230.0,1740.6793685691955,Normal
PRV54089,41,91230,2225.121951219512,1740.6793685691955,Normal
PRV52027,181,402620,2224.4198895027625,1740.6793685691955,Normal
PRV57330,34,75570,2222.6470588235293,1740.6793685691955,Normal
PRV51388,86,191010,2221.046511627907,1740.6793685691955,Normal
PRV51628,6,13320,2220.0,1740.6793685691955,Normal
PRV51532,32,70930,2216.5625,1740.6793685691955,Normal
PRV51946,91,201370,2212.8571428571427,1740.6793685691955,Normal
PRV55183,117,257750,2202.991452991453,1740.6793685691955,Normal
PRV54183,2,4400,2200.0,1740.6793685691955,Normal
PRV52156,124,271910,2192.8225806451615,1740.6793685691955,Normal
PRV52502,119,260900,2192.436974789916,1740.6793685691955,Normal
PRV52118,52,113660,2185.769230769231,1740.6793685691955,Normal
PRV52552,55,119870,2179.4545454545455,1740.6793685691955,Normal
PRV51401,42,91520,2179.0476190476193,1740.6793685691955,Normal
PRV52157,227,494450,2178.193832599119,1740.6793685691955,Normal
PRV52393,91,197430,2169.5604395604396,1740.6793685691955,Normal
PRV54149,16,34700,2168.75,1740.6793685691955,Normal
PRV51438,9,19510,2167.777777777778,1740.6793685691955,Normal
PRV52325,130,281800,2167.6923076923076,1740.6793685691955,Normal
PRV56432,25,54080,2163.2,1740.6793685691955,Normal
PRV57321,84,181460,2160.2380952380954,1740.6793685691955,Normal
PRV51526,20,43150,2157.5,1740.6793685691955,Normal
PRV56139,21,45010,2143.3333333333335,1740.6793685691955,Normal
PRV54363,64,136700,2135.9375,1740.6793685691955,Normal
PRV55689,577,1226770,2126.117850953206,1740.6793685691955,Normal
PRV52405,89,189070,2124.38202247191,1740.6793685691955,Normal
PRV55441,32,67910,2122.1875,1740.6793685691955,Normal
PRV51604,329,697510,2120.091185410334,1740.6793685691955,Normal
PRV55118,5,10600,2120.0,1740.6793685691955,Normal
PRV52896,142,300920,2119.154929577465,1740.6793685691955,Normal
PRV51608,37,78140,2111.891891891892,1740.6793685691955,Normal
PRV53032,23,48310,2100.4347826086955,1740.6793685691955,Normal
PRV55780,52,109220,2100.3846153846152,1740.6793685691955,Normal
PRV51577,1,2100,2100.0,1740.6793685691955,Normal
PRV52954,1,2100,2100.0,1740.6793685691955,Normal
PRV56023,42,88070,2096.904761904762,1740.6793685691955,Normal
PRV51584,82,171930,2096.7073170731705,1740.6793685691955,Normal
PRV52344,130,272150,2093.4615384615386,1740.6793685691955,Normal
PRV56392,20,41860,2093.0,1740.6793685691955,Normal
PRV54361,40,83640,2091.0,1740.6793685691955,Normal
PRV52615,9,18770,2085.5555555555557,1740.6793685691955,Normal
PRV53111,33,68750,2083.3333333333335,1740.6793685691955,Normal
PRV56347,51,106110,2080.5882352941176,1740.6793685691955,Normal
PRV51286,70,145170,2073.8571428571427,1740.6793685691955,Normal
PRV54114,11,22790,2071.818181818182,1740.6793685691955,Normal
PRV51300,52,107540,2068.076923076923,1740.6793685691955,Normal
PRV51544,233,480150,2060.7296137339054,1740.6793685691955,Normal
PRV51194,9,18540,2060.0,1740.6793685691955,Normal
PRV52858,80,164760,2059.5,1740.6793685691955,Normal
PRV53239,113,232580,2058.2300884955753,1740.6793685691955,Normal
PRV55396,75,153830,2051.0666666666666,1740.6793685691955,Normal
PRV51142,51,104570,2050.392156862745,1740.6793685691955,Normal
PRV54164,2,4100,2050.0,1740.6793685691955,Normal
PRV56253,311,636680,2047.2025723472668,1740.6793685691955,Normal
PRV51128,50,102220,2044.4,1740.6793685691955,Normal
PRV52314,223,455180,2041.1659192825111,1740.6793685691955,Normal
PRV51144,30,61220,2040.6666666666667,1740.6793685691955,Normal
PRV55981,54,110140,2039.6296296296296,1740.6793685691955,Normal
PRV56696,34,69220,2035.8823529411766,1740.6793685691955,Normal
PRV57709,217,441530,2034.700460829493,1740.6793685691955,Normal
PRV51550,61,124040,2033.4426229508197,1740.6793685691955,Normal
PRV51371,46,93130,2024.5652173913043,1740.6793685691955,Normal
PRV57317,458,926330,2022.5545851528384,1740.6793685691955,Normal
PRV57433,70,141500,2021.4285714285713,1740.6793685691955,Normal
PRV54771,85,171560,2018.3529411764705,1740.6793685691955,Normal
PRV53442,46,92730,2015.8695652173913,1740.6793685691955,Normal
PRV57379,28,56380,2013.5714285714287,1740.6793685691955,Normal
PRV52630,434,873470,2012.6036866359448,1740.6793685691955,Normal
PRV54831,17,34040,2002.3529411764705,1740.6793685691955,Normal
PRV53986,45,90060,2001.3333333333333,1740.6793685691955,Normal
PRV51618,1,2000,2000.0,1740.6793685691955,Normal
PRV57069,2,4000,2000.0,1740.6793685691955,Normal
PRV51276,67,133980,1999.7014925373135,1740.6793685691955,Normal
PRV57525,107,213820,1998.3177570093458,1740.6793685691955,Normal
PRV57208,113,224580,1987.4336283185842,1740.6793685691955,Normal
PRV51602,39,77480,1986.6666666666667,1740.6793685691955,Normal
PRV54567,57,112690,1977.017543859649,1740.6793685691955,Normal
PRV51356,95,187800,1976.842105263158,1740.6793685691955,Normal
PRV52497,30,59240,1974.6666666666667,1740.6793685691955,Normal
PRV57510,247,486990,1971.6194331983806,1740.6793685691955,Normal
PRV55442,61,119850,1964.7540983606557,1740.6793685691955,Normal
PRV52833,14,27460,1961.4285714285713,1740.6793685691955,Normal
PRV52688,59,115670,1960.5084745762713,1740.6793685691955,Normal
PRV51355,74,145060,1960.2702702702702,1740.6793685691955,Normal
PRV54696,71,139150,1959.8591549295775,1740.6793685691955,Normal
PRV51084,110,215580,1959.8181818181818,1740.6793685691955,Normal
PRV51422,25,48930,1957.2,1740.6793685691955,Normal
PRV52589,426,832920,1955.2112676056338,1740.6793685691955,Normal
PRV55971,620,1212000,1954.8387096774193,1740.6793685691955,Normal
PRV56574,62,121180,1954.516129032258,1740.6793685691955,Normal
PRV51553,21,40990,1951.904761904762,1740.6793685691955,Normal
PRV57166,151,294700,1951.6556291390727,1740.6793685691955,Normal
PRV56680,33,64400,1951.5151515151515,1740.6793685691955,Normal
PRV55911,239,465440,1947.44769874477,1740.6793685691955,Normal
PRV55896,105,204310,1945.8095238095239,1740.6793685691955,Normal
PRV51031,185,359720,1944.4324324324325,1740.6793685691955,Normal
PRV51389,79,153470,1942.6582278481012,1740.6793685691955,Normal
PRV52427,19,36850,1939.4736842105262,1740.6793685691955,Normal
PRV51387,59,114420,1939.322033898305,1740.6793685691955,Normal
PRV52387,63,121740,1932.3809523809523,1740.6793685691955,Normal
PRV55242,34,65630,1930.2941176470588,1740.6793685691955,Normal
PRV51837,104,200310,1926.0576923076924,1740.6793685691955,Normal
PRV52020,606,1164820,1922.145214521452,1740.6793685691955,Normal
PRV57126,43,82620,1921.3953488372092,1740.6793685691955,Normal
PRV51884,44,84530,1921.1363636363637,1740.6793685691955,Normal
PRV52641,97,186330,1920.9278350515465,1740.6793685691955,Normal
PRV57217,62,119060,1920.3225806451612,1740.6793685691955,Normal
PRV52576,26,49850,1917.3076923076924,1740.6793685691955,Normal
PRV56276,7,13390,1912.857142857143,1740.6793685691955,Normal
PRV57515,88,167970,1908.75,1740.6793685691955,Normal
PRV56775,18,34350,1908.3333333333333,1740.6793685691955,Normal
PRV51430,112,213700,1908.0357142857142,1740.6793685691955,Normal
PRV51261,142,270170,1902.605633802817,1740.6793685691955,Normal
PRV52373,23,43710,1900.4347826086957,1740.6793685691955,Normal
PRV57762,1,1900,1900.0,1740.6793685691955,Normal
PRV53189,28,53030,1893.9285714285713,1740.6793685691955,Normal
PRV52564,21,39700,1890.4761904761904,1740.6793685691955,Normal
PRV53408,47,88780,1888.936170212766,1740.6793685691955,Normal
PRV53457,5,9430,1886.0,1740.6793685691955,Normal
PRV51038,141,265490,1882.9078014184397,1740.6793685691955,Normal
PRV57162,104,195680,1881.5384615384614,1740.6793685691955,Normal
PRV55930,45,84580,1879.5555555555557,1740.6793685691955,Normal
PRV51302,43,80710,1876.9767441860465,1740.6793685691955,Normal
PRV51336,69,129450,1876.0869565217392,1740.6793685691955,Normal
PRV56684,92,172070,1870.3260869565217,1740.6793685691955,Normal
PRV53063,4,7450,1862.5,1740.6793685691955,Normal
PRV54828,60,111610,1860.1666666666667,1740.6793685691955,Normal
PRV56917,8,14880,1860.0,1740.6793685691955,Normal
PRV55203,25,46470,1858.8,1740.6793685691955,Normal
PRV51492,81,150550,1858.641975308642,1740.6793685691955,Normal
PRV55690,91,168510,1851.7582417582419,1740.6793685691955,Normal
PRV54409,19,35160,1850.5263157894738,1740.6793685691955,Normal
PRV51598,422,779530,1847.2274881516587,1740.6793685691955,Normal
PRV54043,3,5540,1846.6666666666667,1740.6793685691955,Normal
PRV54575,273,504080,1846.4468864468865,1740.6793685691955,Normal
PRV52343,261,481840,1846.1302681992338,1740.6793685691955,Normal
PRV56719,67,123600,1844.7761194029852,1740.6793685691955,Normal
PRV57124,58,106940,1843.7931034482758,1740.6793685691955,Normal
PRV57322,33,60790,1842.121212121212,1740.6793685691955,Normal
PRV53393,5,9170,1834.0,1740.6793685691955,Normal
PRV55673,60,110000,1833.3333333333333,1740.6793685691955,Normal
PRV55266,25,45740,1829.6,1740.6793685691955,Normal
PRV57728,4,7310,1827.5,1740.6793685691955,Normal
PRV57235,15,27410,1827.3333333333333,1740.6793685691955,Normal
PRV52002,188,343260,1825.8510638297873,1740.6793685691955,Normal
PRV57324,117,213550,1825.2136752136753,1740.6793685691955,Normal
PRV52851,37,67460,1823.2432432432433,1740.6793685691955,Normal
PRV51023,36,65610,1822.5,1740.6793685691955,Normal
PRV54926,47,85620,1821.7021276595744,1740.6793685691955,Normal
PRV54064,122,222200,1821.311475409836,1740.6793685691955,Normal
PRV56793,31,56330,1817.0967741935483,1740.6793685691955,Normal
PRV52566,139,252030,1813.1654676258993,1740.6793685691955,Normal
PRV55755,86,155920,1813.0232558139535,1740.6793685691955,Normal
PRV53963,39,70660,1811.7948717948718,1740.6793685691955,Normal
PRV51568,58,105010,1810.5172413793102,1740.6793685691955,Normal
PRV52509,63,113850,1807.142857142857,1740.6793685691955,Normal
PRV54757,65,117290,1804.4615384615386,1740.6793685691955,Normal
PRV54078,119,214380,1801.5126050420167,1740.6793685691955,Normal
PRV52347,397,715090,1801.2342569269522,1740.6793685691955,Normal
PRV54889,56,100580,1796.0714285714287,1740.6793685691955,Normal
PRV53129,46,82550,1794.5652173913043,1740.6793685691955,Normal
PRV54106,39,69910,1792.5641025641025,1740.6793685691955,Normal
PRV57112,160,286220,1788.875,1740.6793685691955,Normal
PRV53120,65,115950,1783.8461538461538,1740.6793685691955,Normal
PRV52467,103,183660,1783.106796116505,1740.6793685691955,Normal
PRV53247,37,65960,1782.7027027027027,1740.6793685691955,Normal
PRV51252,87,154930,1780.8045977011495,1740.6793685691955,Normal
PRV56589,24,42650,1777.0833333333333,1740.6793685691955,Normal
PRV57174,54,95930,1776.4814814814815,1740.6793685691955,Normal
PRV55918,10,17760,1776.0,1740.6793685691955,Normal
PRV54542,20,35420,1771.0,1740.6793685691955,Normal
PRV56800,57,100830,1768.9473684210527,1740.6793685691955,Normal
PRV54076,52,91970,1768.6538461538462,1740.6793685691955,Normal
PRV55850,236,416040,1762.8813559322034,1740.6793685691955,Normal
PRV57732,50,88140,1762.8,1740.6793685691955,Normal
PRV52991,59,103970,1762.2033898305085,1740.6793685691955,Normal
PRV51444,42,73920,1760.0,1740.6793685691955,Normal
PRV56040,13,22850,1757.6923076923076,1740.6793685691955,Normal
PRV53762,618,1082730,1751.990291262136,1740.6793685691955,Normal
PRV55634,2,3500,1750.0,1740.6793685691955,Normal
PRV54333,360,629430,1748.4166666666667,1740.6793685691955,Normal
PRV55434,40,69800,1745.0,1740.6793685691955,Normal
PRV53923,155,270400,1744.516129032258,1740.6793685691955,Normal
PRV57717,114,197830,1735.3508771929824,1740.6793685691955,Normal
PRV57438,14,24180,1727.142857142857,1740.6793685691955,Normal
PRV51627,26,44860,1725.3846153846155,1740.6793685691955,Normal
PRV56416,1592,2744870,1724.1645728643216,1740.6793685691955,Normal
PRV51342,207,356780,1723.574879227053,1740.6793685691955,Normal
PRV51956,14,24110,1722.142857142857,1740.6793685691955,Normal
PRV53424,263,452390,1720.1140684410645,1740.6793685691955,Normal
PRV54916,107,183750,1717.2897196261683,1740.6793685691955,Normal
PRV52617,238,407900,1713.8655462184875,1740.6793685691955,Normal
PRV56711,63,107950,1713.4920634920634,1740.6793685691955,Normal
PRV56578,81,138730,1712.716049382716,1740.6793685691955,Normal
PRV56811,62,106050,1710.483870967742,1740.6793685691955,Normal
PRV52334,67,113980,1701.1940298507463,1740.6793685691955,Normal
PRV51475,43,73130,1700.6976744186047,1740.6793685691955,Normal
PRV51689,1,1700,1700.0,1740.6793685691955,Normal
PRV52607,2,3400,1700.0,1740.6793685691955,Normal
PRV53034,2,3400,1700.0,1740.6793685691955,Normal
PRV55610,1,1700,1700.0,1740.6793685691955,Normal
PRV55657,1,1700,1700.0,1740.6793685691955,Normal
PRV56662,9,15290,1698.888888888889,1740.6793685691955,Normal
PRV56210,150,254720,1698.1333333333334,1740.6793685691955,Normal
PRV53295,197,333990,1695.3807106598986,1740.6793685691955,Normal
PRV55832,284,481100,1694.0140845070423,1740.6793685691955,Normal
PRV54090,190,320740,1688.1052631578948,1740.6793685691955,Normal
PRV54977,53,89140,1681.8867924528302,1740.6793685691955,Normal
PRV56265,126,211760,1680.6349206349207,1740.6793685691955,Normal
PRV54084,49,82310,1679.795918367347,1740.6793685691955,Normal
PRV53635,54,90660,1678.888888888889,1740.6793685691955,Normal
PRV54328,117,195980,1675.042735042735,1740.6793685691955,Normal
PRV56476,4,6700,1675.0,1740.6793685691955,Normal
PRV51557,10,16740,1674.0,1740.6793685691955,Normal
PRV57204,133,221970,1668.9473684210527,1740.6793685691955,Normal
PRV54891,50,83380,1667.6,1740.6793685691955,Normal
PRV55707,33,55020,1667.2727272727273,1740.6793685691955,Normal
PRV54514,387,644010,1664.108527131783,1740.6793685691955,Normal
PRV54377,20,33110,1655.5,1740.6793685691955,Normal
PRV57230,181,299570,1655.0828729281768,1740.6793685691955,Normal
PRV54251,47,77590,1650.8510638297873,1740.6793685691955,Normal
PRV55171,247,407360,1649.2307692307693,1740.6793685691955,Normal
PRV56256,55,90650,1648.1818181818182,1740.6793685691955,Normal
PRV52124,115,189250,1645.6521739130435,1740.6793685691955,Normal
PRV51024,39,64050,1642.3076923076924,1740.6793685691955,Normal
PRV57179,206,337460,1638.1553398058252,1740.6793685691955,Normal
PRV52717,129,211130,1636.6666666666667,1740.6793685691955,Normal
PRV52192,32,52060,1626.875,1740.6793685691955,Normal
PRV53314,57,92490,1622.6315789473683,1740.6793685691955,Normal
PRV57191,1500,2424430,1616.2866666666666,1740.6793685691955,Normal
PRV57404,46,74250,1614.1304347826087,1740.6793685691955,Normal
PRV54924,173,279220,1613.9884393063585,1740.6793685691955,Normal
PRV55516,158,254930,1613.4810126582279,1740.6793685691955,Normal
PRV54062,11,17730,1611.8181818181818,1740.6793685691955,Normal
PRV51436,120,193410,1611.75,1740.6793685691955,Normal
PRV55732,111,178660,1609.5495495495495,1740.6793685691955,Normal
PRV57558,57,91590,1606.842105263158,1740.6793685691955,Normal
PRV51554,6,9640,1606.6666666666667,1740.6793685691955,Normal
PRV53710,385,615000,1597.4025974025974,1740.6793685691955,Normal
PRV56701,23,36680,1594.7826086956522,1740.6793685691955,Normal
PRV52890,22,34950,1588.6363636363637,1740.6793685691955,Normal
PRV52155,62,98490,1588.5483870967741,1740.6793685691955,Normal
PRV51539,538,854240,1587.806691449814,1740.6793685691955,Normal
PRV54832,60,95240,1587.3333333333333,1740.6793685691955,Normal
PRV52120,1231,1950720,1584.6628757108042,1740.6793685691955,Normal
PRV52165,72,114060,1584.1666666666667,1740.6793685691955,Normal
PRV54384,28,44280,1581.4285714285713,1740.6793685691955,Normal
PRV55392,192,302110,1573.4895833333333,1740.6793685691955,Normal
PRV56352,24,37730,1572.0833333333333,1740.6793685691955,Normal
PRV54735,38,59710,1571.3157894736842,1740.6793685691955,Normal
PRV53432,122,191580,1570.327868852459,1740.6793685691955,Normal
PRV54742,1892,2969530,1569.5190274841439,1740.6793685691955,Normal
PRV56449,135,211880,1569.4814814814815,1740.6793685691955,Normal
PRV55583,12,18820,1568.3333333333333,1740.6793685691955,Normal
PRV51240,60,94020,1567.0,1740.6793685691955,Normal
PRV56720,12,18750,1562.5,1740.6793685691955,Normal
PRV53248,57,88890,1559.4736842105262,1740.6793685691955,Normal
PRV56236,36,56080,1557.7777777777778,1740.6793685691955,Normal
PRV55164,154,239760,1556.8831168831168,1740.6793685691955,Normal
PRV57350,46,71390,1551.9565217391305,1740.6793685691955,Normal
PRV52468,21,32450,1545.2380952380952,1740.6793685691955,Normal
PRV57331,141,217200,1540.4255319148936,1740.6793685691955,Normal
PRV52348,67,102790,1534.1791044776119,1740.6793685691955,Normal
PRV56603,4,6120,1530.0,1740.6793685691955,Normal
PRV52089,145,221580,1528.1379310344828,1740.6793685691955,Normal
PRV56769,23,35120,1526.9565217391305,1740.6793685691955,Normal
PRV55000,764,1166020,1526.2041884816754,1740.6793685691955,Normal
PRV51093,9,13710,1523.3333333333333,1740.6793685691955,Normal
PRV51932,21,31970,1522.3809523809523,1740.6793685691955,Normal
PRV51244,1415,2153990,1522.2544169611308,1740.6793685691955,Normal
PRV57158,271,411610,1518.8560885608856,1740.6793685691955,Normal
PRV52869,62,94120,1518.0645161290322,1740.6793685691955,Normal
PRV52130,93,141100,1517.2043010752689,1740.6793685691955,Normal
PRV51552,62,94040,1516.774193548387,1740.6793685691955,Normal
PRV56231,270,408720,1513.7777777777778,1740.6793685691955,Normal
PRV53465,23,34750,1510.8695652173913,1740.6793685691955,Normal
PRV52687,41,61920,1510.2439024390244,1740.6793685691955,Normal
PRV52547,2,3020,1510.0,1740.6793685691955,Normal
PRV56773,43,64730,1505.3488372093022,1740.6793685691955,Normal
PRV51576,65,97780,1504.3076923076924,1740.6793685691955,Normal
PRV57177,564,848370,1504.2021276595744,1740.6793685691955,Normal
PRV51241,60,90210,1503.5,1740.6793685691955,Normal
PRV52922,33,49510,1500.3030303030303,1740.6793685691955,Normal
PRV55622,1,1500,1500.0,1740.6793685691955,Normal
PRV57609,2,3000,1500.0,1740.6793685691955,Normal
PRV51440,71,106380,1498.3098591549297,1740.6793685691955,Normal
PRV55836,82,122790,1497.439024390244,1740.6793685691955,Normal
PRV57108,49,73170,1493.265306122449,1740.6793685691955,Normal
PRV51260,62,92390,1490.1612903225807,1740.6793685691955,Normal
PRV53243,75,111760,1490.1333333333334,1740.6793685691955,Normal
PRV56839,12,17870,1489.1666666666667,1740.6793685691955,Normal
PRV52171,12,17820,1485.0,1740.6793685691955,Normal
PRV51148,330,488660,1480.7878787878788,1740.6793685691955,Normal
PRV52480,30,44350,1478.3333333333333,1740.6793685691955,Normal
PRV56606,64,94550,1477.34375,1740.6793685691955,Normal
PRV51609,75,110790,1477.2,1740.6793685691955,Normal
PRV56411,75,110650,1475.3333333333333,1740.6793685691955,Normal
PRV51352,4,5900,1475.0,1740.6793685691955,Normal
PRV53245,146,214800,1471.2328767123288,1740.6793685691955,Normal
PRV57600,51,75000,1470.5882352941176,1740.6793685691955,Normal
PRV54691,67,98310,1467.313432835821,1740.6793685691955,Normal
PRV53119,18,26410,1467.2222222222222,1740.6793685691955,Normal
PRV53389,13,19070,1466.923076923077,1740.6793685691955,Normal
PRV51435,23,33620,1461.7391304347825,1740.6793685691955,Normal
PRV57642,220,321470,1461.2272727272727,1740.6793685691955,Normal
PRV54882,253,369680,1461.1857707509882,1740.6793685691955,Normal
PRV57205,93,135680,1458.9247311827958,1740.6793685691955,Normal
PRV57543,354,516360,1458.6440677966102,1740.6793685691955,Normal
PRV52340,1743,2540130,1457.3321858864028,1740.6793685691955,Normal
PRV52167,80,116390,1454.875,1740.6793685691955,Normal
PRV54505,38,55140,1451.0526315789473,1740.6793685691955,Normal
PRV55642,2,2900,1450.0,1740.6793685691955,Normal
PRV54561,186,269670,1449.8387096774193,1740.6793685691955,Normal
PRV53108,48,69450,1446.875,1740.6793685691955,Normal
PRV52855,22,31800,1445.4545454545455,1740.6793685691955,Normal
PRV53448,64,92430,1444.21875,1740.6793685691955,Normal
PRV52170,43,62090,1443.953488372093,1740.6793685691955,Normal
PRV55208,53,76300,1439.622641509434,1740.6793685691955,Normal
PRV51606,46,66100,1436.9565217391305,1740.6793685691955,Normal
PRV52150,310,445240,1436.258064516129,1740.6793685691955,Normal
PRV56715,13,18670,1436.1538461538462,1740.6793685691955,Normal
PRV51572,4,5710,1427.5,1740.6793685691955,Normal
PRV56717,8,11400,1425.0,1740.6793685691955,Normal
PRV51164,391,556980,1424.5012787723786,1740.6793685691955,Normal
PRV52938,3,4270,1423.3333333333333,1740.6793685691955,Normal
PRV53873,82,116650,1422.560975609756,1740.6793685691955,Normal
PRV52518,51,72340,1418.4313725490197,1740.6793685691955,Normal
PRV51851,472,669490,1418.4110169491526,1740.6793685691955,Normal
PRV54965,107,151480,1415.7009345794393,1740.6793685691955,Normal
PRV55031,32,45300,1415.625,1740.6793685691955,Normal
PRV54380,12,16940,1411.6666666666667,1740.6793685691955,Normal
PRV57129,282,397490,1409.5390070921985,1740.6793685691955,Normal
PRV52063,792,1116210,1409.3560606060605,1740.6793685691955,Normal
PRV51383,77,108490,1408.9610389610389,1740.6793685691955,Normal
PRV57101,263,369680,1405.6273764258556,1740.6793685691955,Normal
PRV55305,3,4210,1403.3333333333333,1740.6793685691955,Normal
PRV55169,721,1011760,1403.2732316227462,1740.6793685691955,Normal
PRV51159,569,797790,1402.091388400703,1740.6793685691955,Normal
PRV57196,68,94830,1394.5588235294117,1740.6793685691955,Normal
PRV56575,830,1154530,1391.0,1740.6793685691955,Normal
PRV56468,34,47270,1390.2941176470588,1740.6793685691955,Normal
PRV56560,2313,3212000,1388.672719412019,1740.6793685691955,Normal
PRV55972,110,152520,1386.5454545454545,1740.6793685691955,Normal
PRV52572,3,4150,1383.3333333333333,1740.6793685691955,Normal
PRV52147,211,291500,1381.516587677725,1740.6793685691955,Normal
PRV53677,562,773150,1375.711743772242,1740.6793685691955,Normal
PRV52602,79,108520,1373.6708860759493,1740.6793685691955,Normal
PRV52519,100,137180,1371.8,1740.6793685691955,Normal
PRV55165,241,329870,1368.7551867219918,1740.6793685691955,Normal
PRV52079,33,45100,1366.6666666666667,1740.6793685691955,Normal
PRV51057,5,6830,1366.0,1740.6793685691955,Normal
PRV53272,24,32660,1360.8333333333333,1740.6793685691955,Normal
PRV51025,87,118350,1360.344827586207,1740.6793685691955,Normal
PRV54697,8,10880,1360.0,1740.6793685691955,Normal
PRV51021,257,348830,1357.3151750972763,1740.6793685691955,Normal
PRV51349,30,40480,1349.3333333333333,1740.6793685691955,Normal
PRV56044,260,350770,1349.1153846153845,1740.6793685691955,Normal
PRV55714,22,29640,1347.2727272727273,1740.6793685691955,Normal
PRV57031,152,203600,1339.4736842105262,1740.6793685691955,Normal
PRV53159,27,36160,1339.2592592592594,1740.6793685691955,Normal
PRV54402,56,74520,1330.7142857142858,1740.6793685691955,Normal
PRV53256,345,458710,1329.5942028985507,1740.6793685691955,Normal
PRV56712,4,5310,1327.5,1740.6793685691955,Normal
PRV55399,27,35790,1325.5555555555557,1740.6793685691955,Normal
PRV51470,27,35590,1318.148148148148,1740.6793685691955,Normal
PRV52691,17,22380,1316.4705882352941,1740.6793685691955,Normal
PRV57301,32,42090,1315.3125,1740.6793685691955,Normal
PRV56562,37,48650,1314.8648648648648,1740.6793685691955,Normal
PRV53385,1037,1362570,1313.953712632594,1740.6793685691955,Normal
PRV53320,62,81340,1311.9354838709678,1740.6793685691955,Normal
PRV51282,59,77330,1310.677966101695,1740.6793685691955,Normal
PRV54276,77,100810,1309.2207792207791,1740.6793685691955,Normal
PRV57712,9,11770,1307.7777777777778,1740.6793685691955,Normal
PRV52999,56,73210,1307.3214285714287,1740.6793685691955,Normal
PRV51377,95,123950,1304.7368421052631,1740.6793685691955,Normal
PRV52708,31,40400,1303.225806451613,1740.6793685691955,Normal
